budget_factor,algname,fid,dim,lib,fx,
5000,DE,5,20,OPYTIMIZER,-8,
5000,DE,6,2,OPYTIMIZER,-8,
5000,DE,6,5,OPYTIMIZER,-7.132101325,
5000,DE,6,10,OPYTIMIZER,-7.720163549,
5000,DE,6,20,OPYTIMIZER,-6.195257027,
5000,DE,7,2,OPYTIMIZER,-8,
5000,DE,7,5,OPYTIMIZER,-8,
5000,DE,7,10,OPYTIMIZER,-8,
5000,DE,7,20,OPYTIMIZER,-1.460802118,
5000,DE,8,2,OPYTIMIZER,-8,
5000,DE,8,5,OPYTIMIZER,-8,
5000,DE,8,10,OPYTIMIZER,-7.556700392,
5000,DE,8,20,OPYTIMIZER,-5.677543119,
5000,DE,9,2,OPYTIMIZER,-8,
5000,DE,9,5,OPYTIMIZER,-7.022879001,
5000,DE,9,10,OPYTIMIZER,-6.986453654,
